Crop_Year,Area,Production
2006,273000,569000
2007,1000,2000
2007,1000,1000
2007,271000,609000
2008,3000,4000
2008,273000,463000
2009,1000,2000
2009,1000,3000
2009,276000,558000
2010,1000,2000
2010,2000,2000
2010,271000,428000
2011,1000,1000
2011,261000,152000
2012,1000,1000
2012,458000,
2012,255000,457000
2013,1000,1000
2013,1000,1000
2013,250000,90000
2014,1000,2000
2014,264000,715000
2015,242000,465000
1998,5352,6637
1998,6601,13578
1998,96502,143888
1999,3000,3000
1999,9220,25250
1999,90000,9000
2000,3810,4880
2000,2560,4090
2000,87970,117240
2001,93000,161000
2002,88000,105000
2003,93000,127000
2004,4000,6000
2004,1000,3000
2004,92000,168000
2005,3000,5000
2005,1000,2000
2005,87000,162000
2006,4000,5000
2006,2000,4000
2006,87000,128000
2007,3000,4000
2007,2000,3000
2007,84000,147000
2008,2000,2000
2008,3000,6000
2008,86000,169000
2009,2000,4000
2009,1000,2000
2009,80000,159000
2010,2000,3000
2010,1000,2000
2010,85000,132000
2011,2000,2000
2011,79000,193000
2012,1000,2000
2012,210000,2000
2012,71000,208000
2013,1000,1000
2013,1000,2000
2013,79000,159000
2014,2000,3000
2014,1000,4000
2014,82000,178000
2015,1000,2000
2015,79000,202000
1998,21821,21388
1998,9028,18084
1998,126708,166975
1999,17000,15000
1999,10460,26020
1999,128000,63000
2000,20370,12700
2000,4790,9140
2000,119450,93350
2001,119000,192000
2002,126000,94000
2003,131000,167000
2004,20000,15000
2004,2000,5000
2004,117000,160000
2005,19000,23000
2005,1000,3000
2005,118000,213000
2006,18000,17000
2006,2000,3000
2006,113000,158000
2007,16000,12000
2007,4000,10000
2007,114000,182000
2008,14000,10000
2008,3000,7000
2008,122000,192000
2009,20000,26000
2009,1000,3000
2009,122000,228000
2010,14000,10000
2010,2000,3000
2010,110000,160000
2011,12000,4000
2011,1000,3000
2011,108000,126000
2012,16000,14000
2012,213000,4000
2012,106000,199000
2013,15000,18000
2013,2000,6000
2013,109000,110000
2014,13000,13000
2014,2000,5000
2014,114000,221000
2015,16000,18000
2015,1000,2000
2015,93000,116000
1998,27024,15652
1998,856,1341
1998,28454,41204
1999,25000,34000
1999,1610,3790
1999,32000,59000
2000,31000,6480
2000,500,830
2000,29240,16830
2001,65000,98000
2002,61000,43000
2003,57000,103000
2004,26000,20000
2004,1000,1000
2004,32000,46000
2005,27000,27000
2005,1000,2000
2005,33000,73000
2006,29000,41000
2006,32000,71000
2007,26000,35000
2007,1000,2000
2007,31000,65000
2008,24000,30000
2008,2000,4000
2008,28000,67000
2009,19000,3000
2009,29000,17000
2010,22000,6000
2010,1000,1000
2010,30000,25000
2011,12000,6000
2011,1000,1000
2011,26000,39000
2012,13000,25000
2012,99000,1000
2012,24000,74000
2013,17000,14000
2013,23000,37000
2014,23000,22000
2014,46000,76000
2015,18000,11000
2015,28000,32000
1998,83508,33747
1998,3396,3050
1998,139724,124634
1999,77000,62000
1999,12020,23820
1999,137000,190000
2000,97470,90240
2000,28850,58480
2000,139320,193270
2001,262000,363000
2002,247000,109000
2003,273000,357000
2004,87000,62000
2004,42000,68000
2004,138000,158000
2005,87000,59000
2005,51000,71000
2005,150000,177000
2006,84000,72000
2006,41000,62000
2006,137000,155000
2007,71000,66000
2007,52000,86000
2007,150000,204000
2008,73000,68000
2008,50000,107000
2008,145000,170000
2009,72000,88000
2009,43000,109000
2009,165000,228000
2010,73000,112000
2010,50000,129000
2010,153000,394000
2011,56000,38000
2011,12000,28000
2011,146000,139000
2012,65000,117000
2012,542000,113000
2012,145000,425000
2013,63000,112000
2013,40000,103000
2013,146000,405000
2014,54000,90000
2014,44000,123000
2014,139000,338000
2015,41000,29000
2015,16000,41000
2015,142000,152000
1998,11822,10459
1998,773,1169
1998,35064,49275
1999,15000,15000
1999,650,1100
1999,39000,58000
2000,14380,10260
2000,460,630
2000,37780,30070
2001,58000,89000
2002,53000,42000
2003,57000,84000
2004,15000,15000
2004,1000,1000
2004,42000,60000
2005,13000,12000
2005,1000,1000
2005,42000,59000
2006,13000,13000
2006,42000,62000
2007,14000,14000
2007,1000,1000
2007,40000,58000
2008,14000,15000
2008,1000,1000
2008,39000,57000
2009,11000,11000
2009,37000,53000
2010,12000,12000
2010,1000,1000
2010,41000,57000
2011,5000,5000
2011,1000,1000
2011,32000,36000
2012,8000,9000
2012,71000,1000
2012,35000,62000
2013,9000,11000
2013,37000,60000
2014,9000,11000
2014,1000,1000
2014,36000,73000
2015,4000,2000
2015,26000,24000
1998,5672,6647
1998,12979,26374
1998,133344,158270
1999,5000,8000
1999,24830,59190
1999,137000,21000
2000,7710,9830
2000,9320,19570
2000,115940,103870
2001,124000,180000
2002,129000,120000
2003,140000,177000
2004,3000,4000
2004,3000,7000
2004,131000,195000
2005,8000,10000
2005,3000,8000
2005,129000,216000
2006,5000,3000
2006,3000,6000
2006,128000,141000
2007,5000,5000
2007,2000,6000
2007,134000,185000
2008,3000,1000
2008,5000,10000
2008,135000,187000
2009,3000,5000
2009,2000,4000
2009,138000,230000
2010,3000,4000
2010,3000,6000
2010,129000,157000
2011,2000,2000
2011,3000,7000
2011,130000,195000
2012,2000,3000
2012,259000,7000
2012,138000,256000
2013,3000,4000
2013,2000,4000
2013,130000,149000
2014,2000,3000
2014,1000,2000
2014,123000,175000
2015,2000,4000
2015,2000,4000
2015,116000,213000
1998,57870,22228
1998,2799,3867
1998,156337,132536
1999,53000,39000
1999,4440,8430
1999,151000,121000
2000,53520,34260
2000,1910,4010
2000,146070,172100
2001,212000,285000
2002,213000,110000
2003,222000,345000
2004,55000,48000
2004,2000,5000
2004,148000,224000
2005,52000,43000
2005,3000,6000
2005,146000,233000
2006,46000,41000
2006,2000,4000
2006,144000,216000
2007,50000,56000
2007,5000,9000
2007,152000,271000
2008,44000,43000
2008,2000,3000
2008,161000,228000
2009,46000,46000
2009,2000,4000
2009,147000,228000
2010,38000,23000
2010,3000,7000
2010,140000,162000
2011,32000,37000
2011,2000,5000
2011,138000,247000
2012,24000,31000
2012,277000,8000
2012,144000,246000
2013,30000,40000
2013,2000,6000
2013,144000,227000
2014,34000,54000
2014,2000,5000
2014,140000,354000
2015,25000,18000
2015,1000,4000
2015,157000,185000
1998,2315,2884
1998,9904,21138
1998,114290,188203
1999,1000,1000
1999,14860,35240
1999,121000,72000
2000,1920,1890
2000,2220,4520
2000,113960,174970
2001,131000,197000
2002,113000,53000
2003,113000,157000
2004,1000,1000
2004,6000,14000
2004,104000,166000
2005,8000,20000
2005,113000,186000
2006,10000,27000
2006,112000,169000
2007,7000,20000
2007,103000,157000
2008,8000,16000
2008,115000,145000
2009,2000,4000
2009,112000,205000
2010,1000,3000
2010,100000,166000
2011,1000,2000
2011,96000,147000
2012,202000,3000
2012,89000,202000
2013,1000,6000
2013,97000,74000
2014,1000,4000
2014,101000,219000
2015,1000,4000
2015,98000,138000
1998,33224,26758
1998,13055,20598
1998,82464,150054
1999,32000,25000
1999,17310,34330
1999,83000,126000
2000,37730,31310
2000,16020,27110
2000,98690,169300
2001,141000,213000
2002,127000,134000
2003,125000,199000
2004,26000,24000
2004,18000,35000
2004,88000,150000
2005,27000,23000
2005,17000,40000
2005,94000,160000
2006,24000,27000
2006,18000,33000
2006,90000,161000
2007,25000,30000
2007,19000,37000
2007,86000,178000
2008,24000,23000
2008,16000,36000
2008,91000,150000
2009,23000,18000
2009,9000,17000
2009,85000,121000
2010,29000,35000
2010,20000,41000
2010,85000,174000
2011,24000,22000
2011,13000,31000
2011,81000,119000
2012,23000,28000
2012,208000,34000
2012,80000,180000
2013,23000,32000
2013,21000,56000
2013,89000,267000
2014,20000,23000
2014,25000,61000
2014,90000,191000
2015,13000,13000
2015,25000,64000
2015,84000,163000
1998,9413,8237
1998,154,257
1998,71874,108328
1999,14000,11000
1999,310,630
1999,81000,106000
2000,13030,8830
2000,80,70
2000,78760,54060
2001,98000,107000
2002,88000,53000
2003,86000,114000
2004,12000,10000
2004,73000,109000
2005,12000,13000
2005,83000,116000
2006,13000,12000
2006,76000,110000
2007,15000,14000
2007,77000,126000
2008,10000,8000
2008,1000,2000
2008,83000,101000
2009,13000,10000
2009,81000,100000
2010,13000,15000
2010,2000,4000
2010,83000,183000
2011,12000,4000
2011,82000,48000
2012,10000,9000
2012,178000,4000
2012,85000,169000
2013,9000,9000
2013,1000,3000
2013,89000,162000
2014,9000,11000
2014,1000,2000
2014,93000,165000
2015,10000,9000
2015,3000,7000
2015,86000,120000
1998,65764,27676
1998,9207,10771
1998,264102,252831
1999,62000,55000
1999,10610,19790
1999,261000,311000
2000,59320,39660
2000,5260,8570
2000,271940,341520
2001,351000,543000
2002,314000,258000
2003,341000,502000
2004,58000,56000
2004,6000,11000
2004,262000,423000
2005,53000,49000
2005,7000,13000
2005,256000,403000
2006,47000,53000
2006,7000,14000
2006,263000,427000
2007,57000,67000
2007,9000,16000
2007,279000,483000
2008,55000,64000
2008,6000,10000
2008,284000,460000
2009,46000,43000
2009,4000,6000
2009,279000,403000
2010,44000,14000
2010,3000,7000
2010,237000,240000
2011,29000,39000
2011,4000,9000
2011,266000,508000
2012,25000,30000
2012,490000,6000
2012,260000,460000
2013,28000,29000
2013,4000,8000
2013,273000,387000
2014,36000,56000
2014,4000,8000
2014,276000,623000
2015,37000,33000
2015,3000,6000
2015,278000,274000
1998,49365,38950
1998,1218,2704
1998,102706,165625
1999,47000,49000
1999,1450,4450
1999,108000,188000
2000,46750,30700
2000,930,1610
2000,105890,141360
2001,166000,213000
2002,158000,87000
2003,162000,271000
2004,52000,39000
2004,2000,5000
2004,122000,189000
2005,45000,27000
2005,1000,2000
2005,123000,175000
2006,42000,39000
2006,1000,2000
2006,122000,175000
2007,39000,36000
2007,2000,3000
2007,110000,188000
2008,35000,34000
2008,2000,3000
2008,122000,156000
2009,42000,27000
2009,1000,1000
2009,118000,187000
2010,35000,44000
2010,3000,5000
2010,109000,235000
2011,26000,13000
2011,114000,84000
2012,29000,44000
2012,327000,2000
2012,114000,283000
2013,20000,34000
2013,1000,3000
2013,126000,384000
2014,25000,39000
2014,122000,303000
2015,21000,17000
2015,1000,2000
2015,116000,154000
1998,3187,4073
1998,501,799
1998,98826,170669
1999,3000,1000
1999,1030,2120
1999,94000,66000
2000,2790,2830
2000,260,370
2000,95570,110450
2001,106000,174000
2002,100000,62000
2003,97000,154000
2004,2000,2000
2004,93000,118000
2005,2000,2000
2005,98000,156000
2006,2000,2000
2006,100000,149000
2007,2000,2000
2007,94000,172000
2008,1000,2000
2008,93000,129000
2009,1000,2000
2009,101000,153000
2010,2000,3000
2010,92000,153000
2011,1000,1000
2011,85000,54000
2012,1000,1000
2012,209000,
2012,95000,208000
2013,1000,1000
2013,101000,85000
2014,1000,1000
2014,1000,1000
2014,90000,190000
2015,1000,
2015,90000,77000
1998,40580,22238
1998,2176,2709
1998,62144,64685
1999,36000,28000
1999,3830,6280
1999,60000,70000
2000,46440,12380
2000,320,380
2000,58990,19080
2001,111000,141000
2002,103000,27000
2003,108000,140000
2004,45000,28000
2004,4000,5000
2004,57000,60000
2005,42000,25000
2005,4000,7000
2005,61000,71000
2006,40000,32000
2006,3000,6000
2006,66000,81000
2007,40000,42000
2007,3000,8000
2007,66000,149000
2008,40000,39000
2008,4000,9000
2008,62000,101000
2009,37000,28000
2009,1000,2000
2009,62000,89000
2010,39000,57000
2010,5000,10000
2010,61000,124000
2011,36000,17000
2011,4000,7000
2011,59000,52000
2012,34000,53000
2012,198000,8000
2012,61000,145000
2013,37000,53000
2013,5000,14000
2013,63000,143000
2014,31000,48000
2014,3000,8000
2014,58000,139000
2015,27000,9000
2015,6000,18000
2015,60000,52000
1998,1149,1610
1998,38406,62967
1998,136647,148092
1999,2000,1000
1999,65330,139080
1999,142000,40000
2000,1980,1970
2000,15050,26980
2000,126560,150410
2001,138000,233000
2002,146000,129000
2003,166000,202000
2004,1000,1000
2004,45000,84000
2004,126000,184000
2005,1000,1000
2005,60000,125000
2005,128000,158000
2006,1000,1000
2006,63000,141000
2006,116000,101000
2007,1000,1000
2007,48000,103000
2007,123000,155000
2008,1000,2000
2008,52000,101000
2008,118000,100000
2009,1000,1000
2009,31000,70000
2009,110000,170000
2010,1000,1000
2010,33000,76000
2010,120000,182000
2011,30000,78000
2011,120000,146000
2012,245000,99000
2012,107000,244000
2013,32000,108000
2013,103000,91000
2014,31000,95000
2014,100000,182000
2015,27000,76000
2015,105000,199000
1998,8844,8758
1998,2636,3537
1998,53941,98841
1999,10000,8000
1999,2430,4080
1999,54000,89000
2000,11970,9740
2000,1910,2850
2000,55560,60470
2001,66000,101000
2002,56000,48000
2003,62000,110000
2004,10000,8000
2004,3000,3000
2004,54000,96000
2005,7000,4000
2005,5000,7000
2005,39000,60000
2006,9000,8000
2006,3000,4000
2006,52000,97000
2007,8000,8000
2007,4000,7000
2007,59000,116000
2008,9000,8000
2008,2000,3000
2008,52000,86000
2009,7000,6000
2009,4000,7000
2009,60000,114000
2010,8000,8000
2010,3000,6000
2010,49000,112000
2011,6000,5000
2011,1000,2000
2011,52000,67000
2012,7000,7000
2012,115000,3000
2012,48000,108000
2013,7000,7000
2013,4000,9000
2013,57000,153000
2014,6000,7000
2014,5000,15000
2014,54000,161000
2015,5000,3000
2015,2000,4000
2015,45000,54000
1998,52393,38860
1998,8788,22388
1998,83207,133942
1999,52000,66000
1999,18330,52750
1999,87000,172000
2000,45440,13670
2000,9810,22750
2000,81790,62090
2001,145000,269000
2002,139000,157000
2003,145000,257000
2004,44000,38000
2004,22000,77000
2004,94000,140000
2005,44000,52000
2005,18000,51000
2005,89000,191000
2006,43000,58000
2006,16000,55000
2006,85000,175000
2007,40000,57000
2007,18000,58000
2007,90000,201000
2008,46000,65000
2008,20000,75000
2008,85000,192000
2009,40000,28000
2009,18000,55000
2009,82000,97000
2010,43000,17000
2010,23000,83000
2010,87000,122000
2011,36000,31000
2011,18000,69000
2011,83000,144000
2012,39000,79000
2012,345000,71000
2012,81000,266000
2013,44000,50000
2013,22000,95000
2013,96000,178000
2014,47000,67000
2014,24000,91000
2014,103000,265000
2015,49000,28000
2015,8000,29000
2015,91000,98000
1998,15569,5262
1998,19922,38693
1998,74383,110247
1999,16000,19000
1999,17270,39860
1999,79000,162000
2000,14450,7940
2000,16860,36140
2000,72100,90440
2001,117000,221000
2002,122000,129000
2003,117000,173000
2004,14000,12000
2004,23000,56000
2004,82000,137000
2005,13000,16000
2005,21000,51000
2005,86000,185000
2006,16000,20000
2006,29000,63000
2006,88000,193000
2007,14000,14000
2007,26000,71000
2007,85000,166000
2008,15000,16000
2008,29000,88000
2008,82000,139000
2009,16000,17000
2009,28000,87000
2009,84000,191000
2010,14000,12000
2010,27000,91000
2010,87000,205000
2011,16000,7000
2011,31000,134000
2011,85000,145000
2012,14000,36000
2012,448000,113000
2012,88000,412000
2013,15000,24000
2013,28000,110000
2013,94000,286000
2014,17000,36000
2014,27000,106000
2014,84000,290000
2015,17000,9000
2015,29000,113000
2015,86000,209000
1998,102517,57056
1998,3200,3722
1998,115039,106112
1999,106000,88000
1999,5210,7110
1999,128000,149000
2000,103760,43340
2000,2220,3330
2000,116280,74560
2001,247000,243000
2002,226000,74000
2003,242000,249000
2004,103000,79000
2004,4000,6000
2004,126000,160000
2005,88000,69000
2005,1000,2000
2005,123000,170000
2006,101000,92000
2006,1000,2000
2006,122000,179000
2007,96000,110000
2007,2000,4000
2007,118000,187000
2008,96000,106000
2008,1000,3000
2008,121000,187000
2009,88000,51000
2009,118000,94000
2010,93000,30000
2010,1000,
2010,118000,108000
2011,78000,92000
2011,2000,3000
2011,113000,246000
2012,84000,156000
2012,472000,2000
2012,119000,316000
2013,86000,131000
2013,2000,5000
2013,123000,276000
2014,77000,150000
2014,1000,2000
2014,118000,345000
2015,80000,71000
2015,1000,1000
2015,114000,156000
1998,909,2215
1998,7550,14556
1998,153,383
1999,8533,16642
2000,16647,40159
2001,8593,17646
2002,6619,7315
2003,5937,12725
2004,772,1423
2004,6127,8382
2005,565,1189
2005,6,7
2005,5988,9707
2006,653,1644
2006,6135,14969
2007,556,1417
2007,5892,12900
2007,8,14
2008,585,1632
2008,5804,9565
2008,96,131
2009,646,1388
2009,5607,11109
2009,17,22
2010,573,1529
2010,5515,13087
2010,35,94
2011,644,1847
2011,5432,13258
2011,13,27
2012,434,1216
2012,4491,8466
2012,1,2
2013,378,726
2013,3975,10176
2013,8,27
2014,460,1006
2014,4305,9820
1998,1,2
1999,2,4
2000,8795,21081
2001,5,10
1998,3699,8404
1998,6082,14372
1998,5563,14480
1999,16214,39996
2000,16647,40159
2001,16945,47172
2002,16931,47982
2003,18534,51876
2004,5135,14650
2004,5689,15537
2004,6499,18737
2005,4462,13243
2005,5161,13006
2005,6136,14266
2006,4044,10785
2006,5643,16703
2006,4574,13942
2007,3549,10516
2007,5264,14081
2007,4639,12381
2008,3637,9700
2008,5254,13550
2008,4885,14132
2009,3693,11009
2009,5324,13219
2009,5081,13429
2010,3488,10297
2010,5145,12034
2010,4675,12679
2011,3264,9881
2011,4722,9532
2011,2002,5804
2012,2818,9477
2012,4322,14155
2012,3742,11507
2013,2954,10478
2013,4223,13535
2013,3761,12938
2014,2942,10041
2014,4483,15516
2014,4005,14518
1998,337,899
1998,328,1290
1999,695,2791
2000,690,2207
2001,720,2040
2002,592,2217
2003,594,2402
2004,330,1184
2004,270,1123
2005,321,846
2005,286,1353
2006,313,856
2006,283,1909
2007,274,945
2007,255,1070
2008,271,958
2008,248,1048
2009,311,1104
2009,247,1050
2010,323,776
2010,260,1464
2011,329,1066
2011,170,699
2012,307,944
2012,166,752
2013,339,887
2013,184,1025
2014,241,774
2014,218,1042
1997,292000,879000
1998,305000,878000
1999,319000,991000
2000,319000,972000
2001,319000,958000
2002,311000,879000
2003,326000,872000
2004,334000,1034000
2005,345000,1003000
2006,178000,538000
2007,178000,546000
2008,183000,532000
2009,185000,501000
2010,186000,503000
2011,184000,482000
2012,185000,544000
2013,182000,518000
2014,182000,505000
2007,99000,466000
2008,102000,485000
2009,104000,496000
2010,105000,465000
2011,105000,459000
2012,106000,490000
2013,107000,500000
2014,108000,507000
1997,53000,212000
1998,84000,287000
1999,99000,392000
2000,99000,350000
2001,82000,307000
2002,107000,367000
2003,105000,419000
2004,102000,415000
2005,95000,385000
2006,87000,358000
2007,86000,368000
2008,97000,427000
2009,104000,476000
2010,107000,437000
2011,101000,409000
2012,107000,458000
2013,111000,501000
2014,119000,529000
1997,56000,214000
1998,82000,246000
1999,90000,305000
2000,90000,310000
2001,70000,267000
2002,86000,280000
2003,84000,308000
2004,88000,337000
2005,86000,339000
2006,85000,338000
2007,87000,351000
2008,95000,414000
2009,98000,414000
2010,101000,409000
2011,101000,405000
2012,102000,444000
2013,104000,443000
2014,106000,421000
1997,82000,302000
1998,83000,271000
1999,82000,302000
2000,84000,350000
2001,81000,324000
2002,80000,312000
2003,83000,364000
2004,85000,371000
2005,85000,361000
2006,84000,340000
2007,84000,383000
2008,85000,363000
2009,86000,391000
2010,87000,366000
2011,86000,364000
2012,86000,384000
2013,86000,351000
2014,86000,374000
2012,85000,291000
2013,92000,293000
2014,97000,297000
1997,252000,910000
1998,275000,922000
1999,280000,982000
2000,248000,898000
2001,230000,864000
2002,234000,824000
2003,244000,903000
2004,238000,941000
2005,236000,956000
2006,235000,948000
2007,243000,1010000
2008,260000,1051000
2009,262000,964000
2010,258000,954000
2011,257000,889000
2012,182000,766000
2013,183000,766000
2014,189000,733000
1997,181000,509000
1998,187000,465000
1999,198000,561000
2000,191000,569000
2001,194000,571000
2002,189000,547000
2003,193000,587000
2004,202000,641000
2005,190000,590000
2006,201000,636000
2007,191000,617000
2008,201000,663000
2009,204000,640000
2010,204000,705000
2011,201000,649000
2012,174000,542000
2013,173000,507000
2014,173000,452000
1997,56000,169000
1998,59000,171000
1999,61000,178000
2000,63000,192000
2001,60000,171000
2002,56000,159000
2003,58000,179000
2004,58000,171000
2005,61000,182000
2006,56000,157000
2007,56000,185000
2008,60000,209000
2009,70000,248000
2010,73000,261000
2011,74000,269000
2012,70000,252000
